,ClassId,Path
0,0,Train/0/00000_00004_00022.png
1,0,Train/0/00000_00006_00022.png
2,0,Train/0/00000_00001_00018.png
3,0,Train/0/00000_00002_00007.png
4,0,Train/0/00000_00004_00021.png
5,0,Train/0/00000_00003_00007.png
6,0,Train/0/00000_00005_00007.png
7,0,Train/0/00000_00003_00000.png
8,0,Train/0/00000_00004_00016.png
9,0,Train/0/00000_00002_00018.png
10,0,Train/0/00000_00002_00000.png
11,0,Train/0/00000_00004_00006.png
12,0,Train/0/00000_00000_00026.png
13,0,Train/0/00000_00006_00008.png
14,0,Train/0/00000_00004_00014.png
15,0,Train/0/00000_00002_00016.png
16,0,Train/0/00000_00002_00024.png
17,0,Train/0/00000_00002_00014.png
18,0,Train/0/00000_00003_00001.png
19,0,Train/0/00000_00004_00028.png
20,0,Train/0/00000_00000_00011.png
21,0,Train/0/00000_00005_00000.png
22,0,Train/0/00000_00001_00004.png
23,0,Train/0/00000_00000_00024.png
24,0,Train/0/00000_00001_00008.png
25,0,Train/0/00000_00003_00006.png
26,0,Train/0/00000_00006_00013.png
27,0,Train/0/00000_00005_00028.png
28,0,Train/0/00000_00004_00000.png
29,0,Train/0/00000_00003_00010.png
30,0,Train/0/00000_00002_00019.png
31,0,Train/0/00000_00003_00024.png
32,0,Train/0/00000_00005_00005.png
33,0,Train/0/00000_00006_00014.png
34,0,Train/0/00000_00006_00004.png
35,0,Train/0/00000_00000_00012.png
36,0,Train/0/00000_00005_00019.png
37,0,Train/0/00000_00006_00020.png
38,0,Train/0/00000_00005_00001.png
39,0,Train/0/00000_00002_00009.png
40,0,Train/0/00000_00001_00001.png
41,0,Train/0/00000_00006_00003.png
42,0,Train/0/00000_00004_00024.png
43,0,Train/0/00000_00003_00020.png
44,0,Train/0/00000_00000_00021.png
45,0,Train/0/00000_00000_00010.png
46,0,Train/0/00000_00003_00013.png
47,0,Train/0/00000_00006_00021.png
48,0,Train/0/00000_00001_00006.png
49,0,Train/0/00000_00003_00016.png
50,0,Train/0/00000_00005_00018.png
51,0,Train/0/00000_00005_00029.png
52,0,Train/0/00000_00003_00027.png
53,0,Train/0/00000_00003_00023.png
54,0,Train/0/00000_00002_00017.png
55,0,Train/0/00000_00000_00008.png
56,0,Train/0/00000_00004_00017.png
57,0,Train/0/00000_00001_00011.png
58,0,Train/0/00000_00003_00003.png
59,0,Train/0/00000_00003_00008.png
60,0,Train/0/00000_00000_00009.png
61,0,Train/0/00000_00004_00010.png
62,0,Train/0/00000_00006_00023.png
63,0,Train/0/00000_00001_00010.png
64,0,Train/0/00000_00005_00013.png
65,0,Train/0/00000_00004_00011.png
